no2;ozone;temperature;humidity;estimates
0.01;92;6.0;23.1;2
0.05;92;21.68;43.41;2
0.04;6;25.54;42.38;1
0.03;68;34.69;13.98;1
0.04;42;31.33;35.4;1
0.03;30;20.24;26.91;1
0.01;74;30.94;22.77;1
0.05;36;17.73;61.29;1
0.02;56;31.29;47.97;1
0.04;42;2.32;31.1;1
0.01;24;-6.29;53.34;0
0.04;90;6.69;97.55;2
0.01;14;34.17;75.04;0
0.01;88;38.24;49.71;2
0.04;101;16.05;69.12;2
0.01;86;11.71;46.19;2
0.02;97;21.97;52.67;2
0.04;34;3.58;98.8;1
0.04;12;33.86;84.97;1
0.05;20;21.99;69.0;1
0.05;95;27.04;95.78;2
0.03;97;0.39;40.29;2
0.05;20;-7.89;83.06;1
0.04;61;24.49;16.93;1
0.04;100;24.46;98.69;2
0.01;14;39.9;38.82;0
0.0;25;-5.69;50.76;0
0.01;97;7.02;15.59;2
0.04;34;1.22;46.55;1
0.05;77;-7.62;12.88;1
0.01;33;-2.29;97.92;1
0.06;34;19.41;62.37;0
0.0;39;25.0;41.36;0
0.04;85;37.83;77.41;2
0.01;25;25.9;76.11;0
0.02;49;13.92;79.86;1
0.04;88;35.84;53.87;2
0.03;45;36.65;30.52;1
0.03;67;39.16;80.18;1
0.01;37;-7.36;51.89;1
0.06;26;19.44;62.5;0
0.04;39;12.49;41.5;1
0.02;21;-0.3;64.88;1
0.01;14;-4.5;92.99;0
0.04;9;-3.59;37.0;1
0.0;10;25.34;94.57;0
0.04;92;22.91;70.15;2
0.02;87;0.79;66.0;2
0.04;65;16.03;47.28;1
0.04;21;5.32;79.59;1
0.04;18;-8.05;19.27;1
0.01;14;21.6;45.88;0
0.01;85;-2.9;35.46;2
0.05;101;11.58;89.79;2
0.05;78;-7.1;51.47;1
0.02;60;19.68;61.06;1
0.05;99;19.03;89.58;2
0.04;57;19.87;34.74;1
0.0;45;21.93;49.94;0
0.01;12;39.91;57.32;0
0.04;87;16.62;20.44;2
0.01;11;20.34;24.39;0
0.03;32;-6.37;74.9;1
0.0;33;8.18;60.96;0
0.01;96;-5.1;56.35;2
0.01;38;-2.21;66.87;0
0.05;63;-0.86;47.2;1
0.02;6;34.64;64.49;1
0.01;100;-6.45;98.91;2
0.07;16;21.79;65.37;0
0.01;25;14.75;27.81;0
0.01;101;-0.09;89.82;2
0.03;82;32.64;80.71;2
0.01;89;-1.68;94.26;2
0.05;77;-6.5;27.88;1
0.0;70;-7.67;85.94;1
0.01;32;9.35;30.02;0
0.02;85;0.32;86.18;2
0.03;69;9.69;27.61;1
0.03;24;27.39;85.42;1
0.03;78;-9.29;70.72;1
0.01;39;12.57;87.37;0
0.09;34;23.59;61.53;0
0.05;86;-6.56;53.85;2
0.05;95;35.64;38.24;2
0.04;69;30.27;87.22;1
0.01;19;27.43;38.86;0
0.01;30;33.86;27.79;0
0.01;27;17.34;22.97;0
0.0;85;32.51;63.11;2
0.01;51;4.19;37.21;0
0.01;22;17.67;39.86;0
0.05;76;20.14;39.65;1
0.04;83;17.72;26.21;2
0.05;89;20.56;11.39;2
0.04;7;3.64;88.15;1
0.02;84;31.87;76.93;2
0.04;77;37.8;65.08;1
0.05;82;36.79;13.64;2
0.02;92;28.47;82.78;2
0.04;17;-5.88;96.69;1
0.05;84;32.53;99.3;2
0.02;27;18.87;64.78;1
0.03;21;31.25;24.02;1
0.01;22;-1.86;38.88;0
0.02;94;23.97;28.49;2
0.03;101;24.04;77.41;2
0.04;66;39.98;55.6;1
0.02;93;-2.89;80.32;2
0.0;37;30.95;35.42;0
0.04;82;-0.11;91.46;2
0.03;46;17.16;29.99;1
0.04;10;-7.5;18.45;1
0.01;89;33.9;45.26;2
0.04;78;23.29;25.0;1
0.01;27;-4.82;83.1;0
0.04;17;31.27;28.41;1
0.05;49;-1.19;56.26;1
0.02;58;31.61;29.35;1
0.02;46;-9.98;12.27;1
0.05;88;-7.77;78.94;2
0.01;84;25.06;83.98;2
0.02;75;12.14;56.44;1
0.0;40;5.84;30.03;0
0.02;93;35.98;72.81;2
0.04;72;25.29;78.69;1
0.01;9;37.25;72.71;0
0.0;45;15.98;79.2;0
0.0;43;23.8;99.54;0
0.0;48;32.79;25.07;0
0.01;35;34.99;65.11;0
0.05;29;34.68;93.67;1
0.01;33;13.74;32.4;0
0.01;32;15.74;74.78;0
0.01;34;25.38;95.23;0
0.02;96;4.49;89.69;2
0.03;96;34.45;56.12;2
0.01;62;10.94;65.33;1
0.04;65;21.56;32.86;1
0.07;27;20.62;63.4;0
0.04;60;-8.42;33.86;1
0.01;44;1.66;24.49;0
0.05;86;38.51;10.57;2
0.01;47;33.5;41.39;0
0.01;36;15.94;64.6;1
0.03;23;0.03;96.88;1
0.01;28;-3.03;39.48;0
0.01;30;-4.58;72.18;0
0.01;13;11.9;35.7;0
0.05;82;-0.1;90.88;2
0.02;55;5.33;86.83;1
0.03;36;21.82;32.26;1
0.01;14;0.69;68.54;0
0.0;19;17.07;72.69;0
0.01;92;26.27;91.76;2
0.01;26;37.22;80.94;0
0.05;83;35.45;36.92;2
0.01;27;25.18;50.05;0
0.05;85;4.65;44.61;2
0.01;56;3.61;49.04;1
0.01;10;28.46;98.38;0
0.05;61;32.08;99.96;1
0.03;94;-2.64;85.44;2
0.02;101;19.44;12.38;2
0.02;100;25.32;58.87;2
0.03;101;23.09;73.97;2
0.01;64;31.74;56.79;1
0.02;28;12.15;57.82;1
0.01;92;-9.93;46.2;2
0.0;43;4.54;40.36;0
0.0;43;10.55;60.73;0
0.01;7;2.05;10.21;0
0.04;67;16.28;81.79;1
0.0;14;19.05;96.99;0
0.0;24;-9.51;87.11;0
0.01;53;-6.59;65.88;1
0.01;37;20.8;33.56;0
0.04;40;37.61;89.69;1
0.02;39;7.44;86.74;1
0.01;93;15.84;69.07;2
0.03;28;22.54;62.07;0
0.02;82;15.87;96.66;2
0.01;45;21.86;55.05;0
0.04;57;18.42;69.1;1
0.03;91;-1.0;54.28;2
0.01;10;36.91;29.39;0
0.02;95;2.06;68.51;2
0.02;79;15.81;61.54;1
0.03;91;4.28;73.72;2
0.03;78;18.59;40.96;1
0.03;57;6.75;72.08;1
0.02;84;3.0;81.12;2
0.01;43;27.77;36.86;0
0.01;50;19.42;78.52;0
0.0;31;-2.68;88.79;0
0.01;46;1.08;83.15;0
0.02;92;21.0;92.83;2
0.04;65;38.57;64.95;1
0.03;54;19.76;81.11;1
0.02;77;-7.39;64.06;1
0.03;31;26.67;32.04;1
0.03;101;-4.59;24.25;2
0.01;34;6.03;39.05;0
0.01;16;2.72;47.11;0
0.05;16;17.33;20.76;1
0.02;29;11.65;32.94;1
0.02;26;27.74;47.11;1
0.01;96;18.27;33.83;2
0.03;90;-0.98;13.72;2
0.01;29;7.74;35.67;0
0.03;18;22.33;87.17;1
0.03;18;12.31;18.27;1
0.0;14;-5.95;40.38;0
0.01;15;-2.18;32.48;0
0.01;45;-5.91;94.48;0
0.0;10;37.53;12.91;0
0.03;77;35.38;89.59;1
0.0;85;0.24;29.65;2
0.0;37;4.17;67.59;0
0.01;79;37.37;96.69;1
0.01;43;21.51;71.85;0
0.01;13;2.54;94.88;0
0.02;79;25.22;89.25;1
0.03;85;27.05;23.56;2
0.01;22;2.05;17.66;0
0.02;99;30.27;33.49;2
0.01;8;21.88;40.47;0
0.02;96;31.61;61.16;2
0.01;15;38.59;93.74;0
0.01;7;10.71;24.52;0
0.04;75;22.8;92.55;1
0.01;50;6.61;62.57;0
0.0;84;21.36;47.38;2
0.02;47;9.68;81.32;1
0.04;87;-8.02;51.49;2
0.01;76;6.97;10.71;1
0.05;86;16.79;36.89;2
0.02;85;17.78;87.41;2
0.0;31;37.6;40.35;0
0.01;24;37.38;51.3;0
0.04;45;37.89;71.87;1
0.05;60;17.27;95.49;1
0.05;88;16.3;28.58;2
0.02;28;14.3;15.89;1
0.01;90;23.37;38.55;2
0.05;92;25.67;46.36;2
0.04;55;21.45;37.9;1
0.03;23;-8.54;64.34;1
0.05;94;-1.72;57.15;2
0.01;91;2.87;83.85;2
0.02;48;4.31;61.65;1
0.0;13;29.92;35.44;0
0.03;68;19.55;52.53;1
0.03;47;-6.23;62.72;1
0.04;98;-3.57;47.09;2
0.05;96;36.72;86.13;2
0.03;89;37.61;37.99;2
0.04;61;37.57;80.42;1
0.04;64;31.78;36.07;1
0.05;48;20.45;44.3;1
0.01;9;25.61;92.56;0
0.02;83;28.81;68.91;2
0.01;14;36.89;45.98;0
0.0;43;23.27;74.84;0
0.05;48;19.08;37.74;1
0.02;14;19.19;93.18;1
0.05;99;28.3;67.58;2
0.03;82;30.59;21.52;2
0.04;90;32.85;17.65;2
0.01;75;11.63;80.22;1
0.04;30;-3.57;35.06;1
0.05;63;12.23;34.3;1
0.03;74;37.41;33.89;1
0.04;95;3.13;97.89;2
0.01;12;1.22;89.6;0
0.02;73;1.5;31.45;1
0.0;33;38.12;90.06;0
0.04;93;1.57;11.32;2
0.01;22;-2.63;40.15;0
0.05;98;19.15;75.78;2
0.01;29;2.49;28.96;0
0.01;40;12.46;23.71;0
0.02;78;1.0;40.27;1
0.05;94;-6.8;41.89;2
0.01;43;21.34;59.85;0
0.01;15;6.88;28.37;0
0.02;100;15.42;91.22;2
0.02;52;9.57;33.07;1
0.01;96;16.25;67.81;2
0.03;19;2.33;70.03;1
0.01;88;7.64;52.92;2
0.05;96;3.93;58.5;2
0.09;27;19.87;64.24;0
0.03;85;-8.48;42.93;2
0.05;94;7.62;48.67;2
0.03;85;10.66;82.07;2
0.0;101;-5.3;19.3;2
0.02;85;29.74;45.6;2
0.01;31;2.3;33.55;0
0.0;21;11.19;69.74;0
0.01;31;9.72;78.62;0
0.01;36;27.81;95.91;0
0.04;42;15.43;16.36;1
0.01;91;-0.56;69.78;2
0.01;82;38.99;27.02;2
0.01;89;33.54;15.56;2
0.01;10;12.36;42.54;0
0.01;101;14.3;57.89;2
0.01;93;4.93;79.21;2
0.05;50;38.14;75.22;1
0.05;88;26.52;61.05;2
0.02;40;-3.55;36.72;1
0.03;23;10.15;78.47;1
0.05;93;22.45;18.7;2
0.04;34;2.84;65.99;1
0.02;55;22.02;53.61;1
0.05;56;27.01;85.8;1
0.02;91;33.81;19.63;2
0.01;59;-9.45;73.93;1
0.01;88;2.42;20.66;2
0.02;89;39.19;98.79;2
0.01;98;1.15;32.72;2
0.03;96;11.29;75.53;2
0.01;10;12.11;98.32;0
0.01;8;37.39;34.34;0
0.19;115;33.88;84.64;2
0.0;26;-3.52;90.58;0
0.02;8;-4.73;59.4;1
0.01;95;16.9;59.66;2
0.04;94;11.79;10.44;2
0.04;69;1.09;68.06;1
0.03;94;-9.81;12.16;2
0.01;44;-8.77;72.54;0
0.07;25;22.35;61.91;0
0.01;93;12.84;37.68;2
0.04;19;-2.1;17.21;1
0.0;19;16.19;78.43;0
0.02;45;9.39;54.5;1
0.05;42;12.85;40.63;1
0.02;82;-9.76;28.21;2
0.02;11;19.89;15.44;1
0.0;41;-4.38;28.67;0
0.04;19;8.53;92.96;1
0.01;16;16.84;67.9;0
0.02;81;13.15;19.17;1
0.0;96;34.84;82.5;2
0.01;20;7.79;90.52;0
0.01;47;-5.62;85.31;0
0.0;51;29.98;66.41;0
0.05;99;-2.77;90.2;2
0.01;84;36.31;65.6;2
0.04;91;9.88;56.85;2
0.02;12;-0.91;69.05;1
0.01;39;38.94;39.33;0
0.03;69;14.52;41.51;1
0.04;45;28.54;25.56;1
0.02;90;-0.57;93.61;2
0.03;18;-4.77;49.4;1
0.01;98;14.86;87.67;2
0.05;97;5.04;46.16;2
0.03;88;12.99;81.09;2
0.01;47;15.62;76.64;0
0.03;47;15.08;13.68;1
0.02;57;23.27;88.69;1
0.03;96;15.68;75.59;2
0.03;59;10.37;14.75;1
0.01;13;-4.92;39.25;0
0.01;7;12.25;38.32;0
0.01;5;-1.57;42.0;0
0.04;88;-4.73;87.25;2
0.01;9;19.76;10.39;0
0.01;71;28.33;98.68;1
0.02;51;4.47;35.1;1
0.02;45;38.27;76.36;1
0.03;92;16.03;86.26;2
0.0;82;-4.81;10.09;2
0.01;20;31.19;81.87;0
0.03;82;-8.56;51.01;2
0.02;59;-9.33;72.97;1
0.03;90;-1.33;54.02;2
0.02;96;15.25;43.43;2
0.03;83;20.9;75.24;2
0.02;85;16.82;94.05;2
0.01;86;34.92;76.43;2
0.01;8;23.57;60.25;0
0.03;100;32.25;93.03;2
0.01;41;9.06;83.66;0
0.03;56;33.51;12.31;1
0.03;91;25.23;90.47;2
0.01;17;19.67;44.18;0
0.0;29;16.42;91.71;0
0.03;50;9.99;96.27;1
0.02;83;2.72;68.97;2
0.01;9;19.86;95.43;0
0.05;99;14.97;44.54;2
0.01;46;37.04;16.09;0
0.01;37;-9.03;13.82;0
0.01;51;-9.3;36.42;1
0.04;39;31.6;51.32;1
0.0;48;25.14;64.87;0
0.01;10;4.58;40.8;0
0.01;7;18.53;44.2;0
0.01;16;12.82;91.3;0
0.0;6;0.08;76.63;0
0.03;52;20.9;58.2;1
0.0;34;4.14;68.08;0
0.02;15;2.61;22.84;1
0.02;29;35.66;62.45;1
0.04;59;29.61;56.55;1
0.01;24;7.14;75.25;0
0.01;29;-8.92;91.2;1
0.05;91;3.18;41.52;2
0.01;73;10.35;98.3;1
0.03;6;28.78;71.9;1
0.0;29;35.24;75.12;0
0.01;37;28.44;81.21;0
0.04;15;0.46;83.53;1
0.0;101;8.04;57.11;2
0.04;81;3.65;59.47;1
0.02;15;22.85;52.89;1
0.04;84;18.82;36.85;2
0.02;64;18.62;33.65;1
0.01;36;39.42;81.73;0
0.0;29;30.46;32.07;0
0.04;28;19.15;63.67;0
0.02;68;14.95;74.92;1
0.05;90;22.08;30.6;2
0.03;84;11.86;22.96;2
0.03;52;11.01;21.18;1
0.05;85;30.52;40.94;2
0.01;45;9.17;99.77;0
0.04;101;30.05;25.24;2
0.02;50;10.36;50.88;1
0.0;27;24.14;55.05;0
0.01;90;30.73;65.27;2
0.01;39;39.28;15.07;0
0.02;90;28.46;72.07;2
0.01;24;18.89;69.46;0
0.03;16;18.73;63.34;1
0.0;48;33.26;84.92;0
0.01;16;37.01;43.78;0
0.01;8;2.02;59.48;0
0.03;86;39.44;66.88;2
0.04;86;39.66;57.12;2
0.0;14;17.04;99.87;0
0.05;60;16.51;43.59;1
0.04;81;14.94;16.94;1
0.01;35;-9.03;55.27;0
0.01;22;0.3;49.83;0
0.01;50;31.26;65.17;0
0.02;94;34.44;66.26;2
0.03;49;7.17;59.08;1
0.01;5;7.55;29.17;0
0.01;7;15.8;40.64;0
0.05;92;31.91;13.06;2
0.0;42;4.34;49.98;0
0.01;51;4.91;31.48;0
0.03;82;-1.92;50.27;2
0.03;85;-7.68;79.92;2
0.02;84;-9.66;78.67;2
0.01;32;23.77;50.16;1
0.01;95;5.43;54.16;2
0.0;72;24.6;41.72;1
0.03;53;37.71;22.6;1
0.04;23;18.54;65.09;0
0.04;83;14.31;38.62;2
0.01;96;5.47;96.57;2
0.02;94;3.97;15.8;2
0.01;90;16.45;38.63;2
0.0;32;25.44;37.9;0
0.01;102;30.84;50.21;2
0.0;41;16.74;21.35;0
0.04;96;4.4;91.05;2
0.04;83;-4.85;14.48;2
0.01;35;-6.11;14.64;0
0.02;94;-3.02;12.29;2
0.03;88;-8.86;51.12;2
0.0;87;-4.78;16.82;2
0.02;97;27.75;54.24;2
0.01;13;13.75;55.62;0
0.02;98;-4.35;71.51;2
0.03;82;11.86;56.82;2
0.05;11;39.41;86.55;1
0.04;18;14.84;43.32;1
0.01;9;3.27;77.5;0
0.0;45;17.82;75.33;0
0.04;70;15.3;23.65;1
0.03;86;-6.93;24.56;2
0.05;62;30.63;63.39;1
0.03;82;9.93;48.16;2
0.04;75;10.52;80.77;1
0.02;66;22.74;67.28;1
0.03;89;-3.03;20.94;2
0.01;23;-4.39;52.29;0
0.02;52;0.2;64.65;1
0.02;92;9.33;20.72;2
0.0;42;8.36;38.9;0
0.04;84;3.41;61.58;2
0.01;11;20.05;81.49;1
0.01;40;33.27;60.39;0
0.01;14;38.25;22.66;0
0.03;27;-0.37;96.19;1
0.01;16;39.88;68.59;0
0.03;94;33.79;75.99;2
0.01;47;-0.2;30.86;0
0.01;17;38.55;90.22;0
0.0;83;3.15;31.22;2
0.03;85;5.84;37.8;2
0.0;21;39.6;44.32;0
0.02;99;25.06;68.75;2
0.1;22;19.25;65.35;0
0.02;91;25.31;23.21;2
0.03;54;9.43;21.37;1
0.02;42;10.88;67.64;1
0.01;48;11.13;89.64;0
0.04;98;-4.56;30.73;2
0.01;10;35.67;47.69;0
0.01;12;15.15;13.77;0
0.03;90;-9.28;53.66;2
0.05;98;7.68;61.93;2
0.02;38;-8.75;84.31;1
0.02;91;39.87;26.48;2
0.04;53;24.43;19.53;1
0.01;95;25.24;24.77;2
0.04;29;7.54;85.14;1
0.02;63;12.41;14.35;1
0.01;41;30.06;16.25;0
0.04;62;-7.24;55.2;1
0.04;82;-0.96;22.84;2
0.04;53;32.28;69.21;1
0.01;49;11.66;79.01;0
0.01;69;20.61;56.57;1
0.01;82;0.23;49.63;2
0.0;45;-8.36;77.52;0
0.01;40;21.15;37.62;0
0.01;99;27.63;97.19;2
0.01;30;14.16;73.12;0
0.04;12;17.06;84.69;1
0.03;93;13.59;85.98;2
0.05;51;5.22;47.12;1
0.03;89;35.55;43.19;2
0.02;11;18.29;17.55;1
0.03;67;4.96;76.12;1
0.04;47;8.45;73.32;1
0.01;100;36.22;44.72;2
0.03;6;-4.95;19.21;1
0.05;37;-1.51;68.3;1
0.0;10;14.96;98.74;0
0.05;63;18.21;30.58;1
0.02;97;-9.44;40.22;2
0.02;32;28.54;80.31;1
0.0;88;39.87;62.56;2
0.22;114;31.0;83.98;2
0.02;94;24.4;85.74;2
0.02;86;-9.53;62.47;2
0.01;39;11.63;74.3;0
0.04;80;35.4;59.5;1
0.01;36;-2.05;85.08;0
0.02;6;30.72;33.49;1
0.05;91;28.82;49.68;2
0.03;9;24.1;64.45;1
0.03;91;14.83;23.82;2
0.05;15;16.64;16.45;1
0.03;95;21.6;91.57;2
0.01;23;6.99;76.85;0
0.01;42;34.37;64.41;0
0.03;76;9.6;59.19;1
0.01;13;33.77;17.61;0
0.02;67;19.26;31.42;1
0.01;44;28.24;41.2;1
0.05;88;3.76;16.41;2
0.03;100;0.11;73.15;2
0.04;25;9.6;30.02;1
0.02;60;36.05;91.17;1
0.01;35;1.54;23.11;1
0.03;89;2.81;90.92;2
0.01;87;-2.18;87.38;2
0.01;15;1.91;93.67;0
0.03;40;11.92;60.31;1
0.01;23;12.29;89.84;0
0.05;102;-8.02;83.05;2
0.03;99;11.87;10.68;2
0.05;6;39.97;78.85;1
0.05;29;3.74;15.33;1
0.05;87;-3.17;50.95;2
0.05;21;5.9;86.07;1
0.05;95;-6.27;90.14;2
0.02;86;12.4;94.56;2
0.04;75;27.58;58.72;1
0.01;30;-5.73;43.03;0
0.02;23;15.51;31.16;1
0.04;101;31.99;50.24;2
0.05;51;-9.27;43.25;1
0.03;101;4.2;51.96;2
0.16;55;26.82;74.07;1
0.04;71;15.74;83.78;1
0.01;34;39.96;37.93;0
0.03;96;16.24;13.94;2
0.01;76;-1.9;13.93;1
0.01;6;7.69;63.57;0
0.01;17;-3.54;76.14;0
0.05;93;20.9;81.28;2
0.04;59;12.32;51.18;1
0.01;39;24.13;35.81;0
0.04;31;14.51;78.75;1
0.05;14;5.99;30.63;1
0.05;79;6.0;13.0;1
0.0;18;33.3;67.63;0
0.01;8;25.92;51.78;0
0.05;62;-9.41;54.8;1
0.01;92;9.48;25.06;2
0.0;13;37.25;63.77;0
0.05;101;24.21;80.12;2
0.01;29;24.82;43.54;0
0.01;39;17.07;17.19;0
0.0;31;25.12;54.04;0
0.01;34;39.23;77.13;0
0.04;101;35.87;51.64;2
0.05;99;16.08;86.16;2
0.02;14;25.06;69.84;1
0.02;93;7.28;46.71;2
0.02;83;-8.57;10.81;2
0.02;30;16.12;19.22;1
0.03;98;13.6;91.76;2
0.01;8;-8.1;48.9;0
0.01;5;19.6;85.39;0
0.02;48;37.81;70.31;1
0.01;46;-1.54;53.23;0
0.02;71;14.64;77.62;1
0.02;66;6.74;12.28;1
0.01;40;14.06;92.0;0
0.01;23;14.04;52.36;0
0.04;43;9.1;40.46;1
0.05;28;20.53;68.51;0
0.01;27;25.68;23.47;0
0.02;47;39.18;34.32;1
0.01;20;18.9;19.96;0
0.06;10;23.21;63.62;0
0.03;61;32.75;71.4;1
0.0;16;12.85;63.08;0
0.01;7;31.5;23.06;0
0.01;11;32.98;48.74;0
0.01;31;16.39;97.63;0
0.01;90;35.59;17.91;2
0.05;23;9.55;89.1;1
0.01;97;36.22;84.08;2
0.04;14;30.52;15.4;1
0.03;67;13.97;31.91;1
0.02;96;26.9;27.11;2
0.04;83;3.4;73.73;2
0.04;98;23.96;69.37;2
0.01;93;4.77;65.13;2
0.03;11;37.02;51.89;1
0.02;91;13.55;80.44;2
0.02;99;5.98;15.71;2
0.05;17;3.54;65.91;1
0.05;22;1.34;60.44;1
0.01;73;31.53;58.39;1
0.01;56;18.71;50.22;1
0.01;41;5.2;37.12;0
0.05;86;2.14;38.71;2
0.03;51;31.01;66.83;1
0.01;40;34.1;53.59;0
0.05;91;11.66;84.32;2
0.05;95;-3.36;66.33;2
0.02;58;33.7;68.5;1
0.01;100;8.63;66.03;2
0.01;6;-0.51;60.37;0
0.01;8;-1.37;17.76;0
0.03;83;12.11;50.16;2
0.03;62;1.65;90.89;1
0.01;93;-7.77;11.95;2
0.0;42;-2.54;80.68;0
0.01;9;34.54;86.55;0
0.02;6;13.05;10.21;1
0.05;20;37.14;31.09;1
0.03;102;-8.75;52.79;2
0.03;28;27.86;42.47;1
0.05;84;-5.71;36.39;2
0.05;84;4.8;25.61;2
0.04;36;20.82;88.17;1
0.01;21;26.66;93.78;0
0.04;54;8.08;12.18;1
0.04;99;9.15;48.35;2
0.27;101;32.18;83.18;2
0.04;82;29.36;52.09;2
0.05;17;0.54;25.94;1
0.05;95;27.07;14.73;2
0.01;17;36.03;94.24;0
0.04;23;30.81;64.22;1
0.01;16;26.31;20.92;0
0.01;26;1.66;31.62;0
0.01;40;27.71;65.17;0
0.03;6;9.01;55.79;1
0.04;98;13.13;39.52;2
0.01;43;27.9;80.19;0
0.03;48;37.59;69.87;1
0.04;44;19.58;66.2;0
0.0;8;23.35;91.82;0
0.0;26;-5.37;73.34;0
0.01;15;-7.51;81.8;0
0.1;25;22.26;67.82;0
0.01;36;2.78;36.87;0
0.01;20;-7.22;46.99;0
0.0;97;7.62;97.05;2
0.02;23;-0.08;74.75;1
0.02;98;-5.12;52.85;2
0.01;15;16.94;50.71;0
0.01;71;7.76;71.9;1
0.02;12;22.74;38.66;1
0.01;24;17.83;44.64;0
0.01;47;6.96;58.89;0
0.04;23;19.73;65.47;0
0.01;15;17.61;29.25;0
0.04;82;-7.08;17.86;2
0.01;46;21.89;68.22;0
0.01;98;29.2;69.81;2
0.03;92;16.36;83.29;2
0.05;53;25.83;63.84;1
0.03;96;39.5;17.06;2
0.02;100;-3.22;94.43;2
0.02;23;-1.99;95.8;1
0.01;66;29.51;77.7;1
0.05;13;23.69;70.23;1
0.03;55;34.87;66.59;1
0.04;86;28.79;30.09;2
0.01;27;7.7;43.16;0
0.01;87;-8.99;23.79;2
0.04;8;-9.16;37.55;1
0.02;102;12.22;97.36;2
0.01;18;-1.18;41.53;0
0.04;70;15.15;66.84;1
0.02;84;5.95;15.95;2
0.06;45;20.57;63.79;0
0.04;95;4.59;46.3;2
0.01;46;39.3;97.69;0
0.01;32;-6.46;96.65;0
0.01;16;6.23;30.72;0
0.02;61;14.21;12.66;1
0.01;17;29.47;69.55;0
0.05;32;2.58;40.73;1
0.01;9;-2.16;14.09;0
0.0;19;31.21;43.07;0
0.02;62;21.6;15.6;1
0.02;61;35.71;59.37;1
0.05;98;2.63;84.24;2
0.01;41;15.93;63.93;0
0.05;9;3.15;84.46;1
0.01;89;20.98;96.85;2
0.09;13;19.26;66.18;0
0.04;19;22.61;40.99;1
0.01;16;9.4;53.73;0
0.03;11;-8.02;72.34;1
0.04;32;-4.94;75.56;1
0.0;39;17.93;37.55;0
0.02;20;33.83;82.47;1
0.04;85;10.01;77.28;2
0.04;91;38.85;88.03;2
0.0;33;14.02;22.61;0
0.01;11;28.66;20.4;0
0.01;87;7.8;34.75;2
0.03;77;-2.23;89.75;1
0.01;19;22.0;37.85;0
0.0;34;11.96;89.17;0
0.01;19;-9.08;27.72;0
0.01;101;31.54;53.7;2
0.01;14;-1.48;57.41;0
0.01;51;11.24;64.73;0
0.03;32;37.27;41.0;1
0.15;52;26.98;70.31;1
0.01;45;7.09;79.89;0
0.0;100;-4.01;62.56;2
0.02;13;21.8;15.75;1
0.05;54;5.2;24.32;1
0.02;11;5.32;29.32;1
0.05;102;0.43;57.98;2
0.05;44;33.65;28.73;1
0.0;46;-5.83;77.65;0
0.03;38;-9.6;76.21;1
0.0;20;15.53;29.28;0
0.03;88;-7.91;87.13;2
0.04;99;37.51;17.97;2
0.28;118;34.65;85.42;2
0.05;33;25.75;80.3;1
0.01;14;21.58;81.91;0
0.0;42;17.69;99.61;0
0.01;35;16.2;76.07;0
0.05;89;14.16;81.2;2
0.02;15;23.41;67.53;1
0.01;37;-8.08;42.89;0
0.01;17;16.82;68.56;0
0.05;9;1.37;42.33;1
0.01;18;28.19;13.01;0
0.01;41;25.38;68.42;0
0.0;51;24.94;11.09;0
0.05;91;21.74;55.98;2
0.04;76;0.1;17.73;1
0.02;67;-2.34;45.29;1
0.04;13;10.0;42.4;1
0.01;89;9.04;21.32;2
0.05;99;16.32;99.45;2
0.04;101;-1.85;97.99;2
0.01;43;30.13;16.7;0
0.03;39;-7.19;22.73;1
0.01;51;23.04;28.63;0
0.03;82;-7.06;16.57;2
0.05;101;25.27;55.96;2
0.03;22;-7.28;42.04;1
0.04;43;-3.39;75.13;1
0.02;95;4.14;83.81;2
0.02;45;8.09;72.05;1
0.01;43;18.41;20.11;0
0.04;82;36.64;96.4;2
0.04;14;20.11;79.0;1
0.04;71;5.71;15.57;1
0.01;59;16.15;40.71;1
0.02;47;39.55;50.65;1
0.01;43;3.09;88.28;0
0.01;8;27.39;17.15;0
0.0;6;34.08;33.54;0
0.0;29;28.13;87.51;0
0.01;100;2.6;15.14;2
0.03;6;27.26;19.37;1
0.03;37;21.2;38.83;1
0.05;89;6.01;38.73;2
0.01;44;20.63;16.61;0
0.03;20;21.66;43.32;1
0.04;27;19.37;66.57;0
0.0;17;-0.74;79.07;0
0.05;84;-0.32;47.56;2
0.01;90;25.66;28.75;2
0.04;79;35.1;58.31;1
0.01;31;7.41;30.04;0
0.03;100;23.95;75.93;2
0.0;17;35.54;56.4;0
0.05;73;11.81;37.98;1
0.05;90;6.62;64.36;2
0.04;101;1.66;62.6;2
0.04;94;28.32;74.16;2
0.01;93;30.73;50.63;2
0.05;31;23.94;67.99;0
0.04;93;35.94;27.95;2
0.02;43;13.47;46.25;1
0.04;50;35.01;23.13;1
0.01;43;-6.3;77.21;0
0.01;45;8.63;12.3;0
0.04;63;-3.46;64.76;1
0.01;12;4.77;10.25;0
0.05;38;18.47;28.58;1
0.01;22;32.42;86.65;0
0.02;92;31.47;18.47;2
0.04;60;31.58;99.67;1
0.01;97;-8.65;37.32;2
0.05;74;-3.27;94.73;1
0.01;98;-7.59;35.67;2
0.05;10;-7.67;72.64;1
0.01;10;-1.6;90.02;0
0.03;33;19.17;64.17;0
0.01;34;-1.14;69.54;0
0.0;22;25.56;84.66;0
0.03;82;27.43;85.5;2
0.04;49;5.03;81.63;1
0.04;64;15.41;40.98;1
